"","plot","date","year","genus","species","nInd","nFlower","tag_list","field.est.abundance","url","sp.code"
"2664","MTS2",2024-04-18,"2024","Acmispon","glaber",NA,NA,"","101 - 1000","https://www.inaturalist.org/observations/208033709","Acmispon.glaber"
"2665","ECR5",2024-04-18,"2024","Acmispon","glaber",NA,NA,"","1001 - 10000","https://www.inaturalist.org/observations/208033711","Acmispon.glaber"
"2666","MTS2",2024-04-18,"2024","Diplacus","puniceus",NA,NA,"","11 - 100","https://www.inaturalist.org/observations/208033717","Diplacus.puniceus"
"2667","MTS2",2024-04-18,"2024","Eriophyllum","confertiflorum",NA,NA,"","11 - 100","https://www.inaturalist.org/observations/208033719","Eriophyllum.confertiflorum"
"2668","MTS2",2024-04-18,"2024","Hypochaeris","glabra",NA,NA,"","11 - 100","https://www.inaturalist.org/observations/208033720","Hypochaeris.glabra"
"2669","MTS2",2024-04-18,"2024","Raphanus",NA,NA,NA,"","101 - 1000","https://www.inaturalist.org/observations/208033725","Raphanus"
"2670","MTS2",2024-04-18,"2024","Calystegia","macrostegia",NA,NA,"","11 - 100","https://www.inaturalist.org/observations/208033726","Calystegia.macrostegia"
"2671","MTS2",2024-04-18,"2024","Acacia","longifolia",NA,NA,"","1001 - 10000","https://www.inaturalist.org/observations/208033727","Acacia.longifolia"
"2672","MTS2",2024-04-18,"2024","Solanum","parishii",NA,NA,"","101 - 1000","https://www.inaturalist.org/observations/208033729","Solanum.parishii"
"2673","MTS2",2024-04-18,"2024","Mirabilis","laevis",NA,NA,"","101 - 1000","https://www.inaturalist.org/observations/208033730","Mirabilis.laevis"
"2674","MTS2",2024-04-18,"2024","Erodium","botrys",NA,NA,"","","https://www.inaturalist.org/observations/208033731","Erodium.botrys"
"2675","MTS2",2024-04-18,"2024","Carpobrotus","edulis",NA,NA,"","1 - 10","https://www.inaturalist.org/observations/208033733","Carpobrotus.edulis"
"2676","MTS2",2024-04-18,"2024","Heterotheca","grandiflora",NA,NA,"","11 - 100","https://www.inaturalist.org/observations/208033734","Heterotheca.grandiflora"
"2677","MTS2",2024-04-18,"2024","Camissoniopsis",NA,NA,NA,"","1001 - 10000","https://www.inaturalist.org/observations/208033735","Camissoniopsis"
"2678","MTS2",2024-04-18,"2024","Salvia","mellifera",NA,NA,"","1001 - 10000","https://www.inaturalist.org/observations/208033736","Salvia.mellifera"
"2679",NA,2024-04-18,"2024","Quercus","dumosa",NA,NA,"","101 - 1000","https://www.inaturalist.org/observations/208033737","Quercus.dumosa"
"2680","MTS2",2024-04-18,"2024","Sonchus","asper",NA,NA,"","11 - 100","https://www.inaturalist.org/observations/208033739","Sonchus.asper"
"2681","ECR5",2024-04-18,"2024","Spergularia",NA,NA,NA,"Elliott Chaparral Reserve","","https://www.inaturalist.org/observations/208035807","Spergularia"
"2682","ECR5",2024-04-18,"2024","Hesperoyucca","whipplei",NA,NA,"","","https://www.inaturalist.org/observations/208037825","Hesperoyucca.whipplei"
"2683","ECR5",2024-04-18,"2024","Acmispon","glaber",NA,NA,"Elliott Chaparral Reserve","","https://www.inaturalist.org/observations/208040325","Acmispon.glaber"
"2684","ECR4",2024-04-18,"2024","Eriogonum","fasciculatum",NA,NA,"Elliott Chaparral Reserve","","https://www.inaturalist.org/observations/208041299","Eriogonum.fasciculatum"
"2685","ECR4",2024-04-18,"2024","Castilleja","densiflora",NA,NA,"Elliott Chaparral Reserve","","https://www.inaturalist.org/observations/208041681","Castilleja.densiflora"
"2686","MTS7",2024-05-06,"2024","Solanum","parishii",NA,NA,"","","https://www.inaturalist.org/observations/214130680","Solanum.parishii"
"2687","MTS7",2024-05-06,"2024","Salvia","mellifera",NA,NA,"","","https://www.inaturalist.org/observations/214130681","Salvia.mellifera"
"2688","MTS7",2024-05-06,"2024","Cylindropuntia","prolifera",NA,NA,"","1 - 10","https://www.inaturalist.org/observations/214130682","Cylindropuntia.prolifera"
"2689","MTS7",2024-05-06,"2024","Calystegia","macrostegia",NA,NA,"","11 - 100","https://www.inaturalist.org/observations/214130684","Calystegia.macrostegia"
"2690","MTS7",2024-05-06,"2024","Diplacus","puniceus",NA,NA,"","","https://www.inaturalist.org/observations/214130686","Diplacus.puniceus"
"2691","MTS7",2024-05-06,"2024","Hirschfeldia","incana",NA,NA,"","","https://www.inaturalist.org/observations/214130688","Hirschfeldia.incana"
"2692","MTS7",2024-05-06,"2024","Melilotus","indicus",NA,NA,"","1 - 10","https://www.inaturalist.org/observations/214130689","Melilotus.indicus"
"2693","MTS7",2024-05-06,"2024","Camissoniopsis",NA,NA,NA,"","1 - 10","https://www.inaturalist.org/observations/214130690","Camissoniopsis"
"2694","MTS7",2024-05-06,"2024","Lysimachia",NA,NA,NA,"","1 - 10","https://www.inaturalist.org/observations/214130691","Lysimachia"
"2695","MTS7",2024-05-06,"2024","Lysimachia","arvensis",NA,NA,"","1 - 10","https://www.inaturalist.org/observations/214130692","Lysimachia.arvensis"
"2696","MTS7",2024-05-06,"2024","Eriophyllum","confertiflorum",NA,NA,"","1001 - 10000","https://www.inaturalist.org/observations/214130695","Eriophyllum.confertiflorum"
"2697","MTS7",2024-05-06,"2024","Sairocarpus","nuttallianus",NA,NA,"","11 - 100","https://www.inaturalist.org/observations/214130696","Sairocarpus.nuttallianus"
"2698","MTS7",2024-05-06,"2024","Zeltnera","venusta",NA,NA,"","1 - 10","https://www.inaturalist.org/observations/214130703","Zeltnera.venusta"
"2699","MTS7",2024-05-06,"2024","Galium","angustifolium",NA,NA,"","11 - 100","https://www.inaturalist.org/observations/214130704","Galium.angustifolium"
"2700","MTS7",2024-05-06,"2024","Centaurea","melitensis",NA,NA,"","11 - 100","https://www.inaturalist.org/observations/214130713","Centaurea.melitensis"
"2701","MTS7",2024-05-06,"2024","Gnaphalium",NA,NA,NA,"","101 - 1000","https://www.inaturalist.org/observations/214130718","Gnaphalium"
"2702","MTS7",2024-05-06,"2024","Scrophularia","californica",NA,NA,"","1 - 10","https://www.inaturalist.org/observations/214130719","Scrophularia.californica"
"2703","SWS3",2024-05-06,"2024","Calochortus","splendens",NA,NA,"","11 - 100","https://www.inaturalist.org/observations/214130721","Calochortus.splendens"
"2704","SWS3",2024-05-06,"2024","Sisyrinchium","bellum",NA,NA,"","1 - 10","https://www.inaturalist.org/observations/214130723","Sisyrinchium.bellum"
"2705","SWS3",2024-05-06,"2024","Raphanus","raphanistrum",NA,NA,"","11 - 100","https://www.inaturalist.org/observations/214130725","Raphanus.raphanistrum"
"2706","SWS3",2024-05-06,"2024","Salvia","mellifera",NA,NA,"","1001 - 10000","https://www.inaturalist.org/observations/214130726","Salvia.mellifera"
"2707","SWS3",2024-05-06,"2024","Navarretia","hamata",NA,NA,"","101 - 1000","https://www.inaturalist.org/observations/214130727","Navarretia.hamata"
"2708","SWS3",2024-05-06,"2024","Chorizanthe","procumbens",NA,NA,"","101 - 1000","https://www.inaturalist.org/observations/214130728","Chorizanthe.procumbens"
"2709","SWS3",2024-05-06,"2024","Gutierrezia",NA,NA,NA,"","101 - 1000","https://www.inaturalist.org/observations/214130729","Gutierrezia"
"2710","SWS3",2024-05-06,"2024","Salvia",NA,NA,NA,"","1001 - 10000","https://www.inaturalist.org/observations/214130732","Salvia"
"2711","SWS3",2024-05-06,"2024","Euphorbia","polycarpa",NA,NA,"","11 - 100","https://www.inaturalist.org/observations/214130736","Euphorbia.polycarpa"
"2712","SWS3",2024-05-06,"2024","Chaenactis","glabriuscula",NA,NA,"","11 - 100","https://www.inaturalist.org/observations/214130737","Chaenactis.glabriuscula"
"2713","SWS3",2024-05-06,"2024","Eriogonum","fasciculatum",NA,NA,"","","https://www.inaturalist.org/observations/214130742","Eriogonum.fasciculatum"
"2714","SWS3",2024-05-06,"2024","Diplacus","puniceus",NA,NA,"","11 - 100","https://www.inaturalist.org/observations/214130744","Diplacus.puniceus"
"2715","SWS3",2024-05-06,"2024","Deinandra","fasciculata",NA,NA,"","11 - 100","https://www.inaturalist.org/observations/214130746","Deinandra.fasciculata"
"2716","SWS3",2024-05-06,"2024","Acmispon","glaber",NA,NA,"","11 - 100","https://www.inaturalist.org/observations/214130747","Acmispon.glaber"
"2717","SWS3",2024-05-06,"2024","Erodium","botrys",NA,NA,"","11 - 100","https://www.inaturalist.org/observations/214130748","Erodium.botrys"
"2718","SWS3",2024-05-06,"2024","Chaenactis","glabriuscula",NA,NA,"","11 - 100","https://www.inaturalist.org/observations/214130750","Chaenactis.glabriuscula"
"2719","SWS3",2024-05-06,"2024","Hirschfeldia","incana",NA,NA,"","101 - 1000","https://www.inaturalist.org/observations/214130751","Hirschfeldia.incana"
"2720","SWS3",2024-05-06,"2024","Cleomella","arborea",NA,NA,"","101 - 1000","https://www.inaturalist.org/observations/214130752","Cleomella.arborea"
"2721","SWS3",2024-05-06,"2024","Osmadenia","tenella",NA,NA,"","11 - 100","https://www.inaturalist.org/observations/214130753","Osmadenia.tenella"
"2722","SWS3",2024-05-06,"2024","Lysimachia","arvensis",NA,NA,"","11 - 100","https://www.inaturalist.org/observations/214130754","Lysimachia.arvensis"
"2723","SWS3",2024-05-06,"2024","Hedypnois","rhagadioloides",NA,NA,"","1 - 10","https://www.inaturalist.org/observations/214130755","Hedypnois.rhagadioloides"
"2724","MTS6",2024-05-06,"2024","Encelia","californica",NA,NA,"","101 - 1000","https://www.inaturalist.org/observations/214130756","Encelia.californica"
"2725","MTS6",2024-05-06,"2024","Calochortus","splendens",NA,NA,"","11 - 100","https://www.inaturalist.org/observations/214130757","Calochortus.splendens"
"2726","MTS6",2024-05-06,"2024","Malacothamnus","fasciculatus",NA,NA,"","101 - 1000","https://www.inaturalist.org/observations/214130758","Malacothamnus.fasciculatus"
"2727","MTS6",2024-05-06,"2024","Navarretia","hamata",NA,NA,"","101 - 1000","https://www.inaturalist.org/observations/214130760","Navarretia.hamata"
"2728","MTS6",2024-05-06,"2024","Zeltnera","venusta",NA,NA,"","1 - 10","https://www.inaturalist.org/observations/214130762","Zeltnera.venusta"
"2729","MTS6",2024-05-06,"2024","Centaurea","melitensis",NA,NA,"","11 - 100","https://www.inaturalist.org/observations/214130765","Centaurea.melitensis"
"2730","MTS6",2024-05-06,"2024","Eriogonum","fasciculatum",NA,NA,"","1001 - 10000","https://www.inaturalist.org/observations/214130766","Eriogonum.fasciculatum"
"2731","MTS6",2024-05-06,"2024","Camissoniopsis",NA,NA,NA,"","11 - 100","https://www.inaturalist.org/observations/214130767","Camissoniopsis"
"2732","MTS6",2024-05-06,"2024","Acmispon","glaber",NA,NA,"","101 - 1000","https://www.inaturalist.org/observations/214130769","Acmispon.glaber"
"2733","MTS6",2024-05-06,"2024","Navarretia",NA,NA,NA,"","1001 - 10000","https://www.inaturalist.org/observations/214130770","Navarretia"
"2734","MTS6",2024-05-06,"2024","Cryptantha",NA,NA,NA,"","11 - 100","https://www.inaturalist.org/observations/214130771","Cryptantha"
"2735","MTS6",2024-05-06,"2024","Salvia","mellifera",NA,NA,"","1001 - 10000","https://www.inaturalist.org/observations/214130774","Salvia.mellifera"
"2736","MTS7",2024-05-06,"2024","Pseudognaphalium",NA,NA,NA,"",">10000","https://www.inaturalist.org/observations/214130775","Pseudognaphalium"
"2737","MTS7",2024-05-06,"2024","Glebionis","coronaria",NA,NA,"","1 - 10","https://www.inaturalist.org/observations/214130776","Glebionis.coronaria"
"2738","MTS7",2024-05-06,"2024","Marrubium","vulgare",NA,NA,"","11 - 100","https://www.inaturalist.org/observations/214130778","Marrubium.vulgare"
"2739","MTS7",2024-05-06,"2024","Opuntia","ficus-indica",NA,NA,"","1 - 10","https://www.inaturalist.org/observations/214130779","Opuntia.ficus-indica"
"2740","MTI2",2024-05-07,"2024","Eriodictyon","crassifolium",NA,NA,"","11 - 100","https://www.inaturalist.org/observations/214331124","Eriodictyon.crassifolium"
"2741","MTE3",2024-05-07,"2024","Euphorbia","polycarpa",NA,NA,"","101 - 1000","https://www.inaturalist.org/observations/214331129","Euphorbia.polycarpa"
"2742","MTE3",2024-05-07,"2024","Navarretia","hamata",NA,NA,"","101 - 1000","https://www.inaturalist.org/observations/214331134","Navarretia.hamata"
"2743","MTE3",2024-05-07,"2024","Lysimachia","arvensis",NA,NA,"","11 - 100","https://www.inaturalist.org/observations/214331135","Lysimachia.arvensis"
"2744","MTE3",2024-05-07,"2024","Dipterostemon","capitatus",NA,NA,"","1 - 10","https://www.inaturalist.org/observations/214331137","Dipterostemon.capitatus"
"2745","MTE3",2024-05-07,"2024","Malacothamnus","fasciculatus",NA,NA,"","101 - 1000","https://www.inaturalist.org/observations/214331138","Malacothamnus.fasciculatus"
"2746","MTE3",2024-05-07,"2024","Bahiopsis","laciniata",NA,NA,"","1001 - 10000","https://www.inaturalist.org/observations/214331139","Bahiopsis.laciniata"
"2747","MTE4",2024-05-07,"2024","Encelia","californica",NA,NA,"","11 - 100","https://www.inaturalist.org/observations/214331140","Encelia.californica"
"2748",NA,2024-05-07,"2024","Ferocactus","viridescens",NA,NA,"","1 - 10","https://www.inaturalist.org/observations/214331141","Ferocactus.viridescens"
"2749","MTE3",2024-05-07,"2024","Cleomella","arborea",NA,NA,"","11 - 100","https://www.inaturalist.org/observations/214331142","Cleomella.arborea"
"2750","MTE3",2024-05-07,"2024","Bahiopsis","laciniata",NA,NA,"","1001 - 10000","https://www.inaturalist.org/observations/214331144","Bahiopsis.laciniata"
"2751","MTE3",2024-05-07,"2024","Eriogonum","fasciculatum",NA,NA,"","101 - 1000","https://www.inaturalist.org/observations/214331145","Eriogonum.fasciculatum"
"2752","MTE3",2024-05-07,"2024","Calochortus","splendens",NA,NA,"","11 - 100","https://www.inaturalist.org/observations/214331146","Calochortus.splendens"
"2753","MTE4",2024-05-07,"2024","Eriogonum","fasciculatum",NA,NA,"","101 - 1000","https://www.inaturalist.org/observations/214331150","Eriogonum.fasciculatum"
"2754","MTE4",2024-05-07,"2024","Diplacus","puniceus",NA,NA,"","101 - 1000","https://www.inaturalist.org/observations/214331154","Diplacus.puniceus"
"2755","MTE4",2024-05-07,"2024","Melilotus","indicus",NA,NA,"","101 - 1000","https://www.inaturalist.org/observations/214331158","Melilotus.indicus"
"2756","MTE4",2024-05-07,"2024","Acmispon","glaber",NA,NA,"","101 - 1000","https://www.inaturalist.org/observations/214331159","Acmispon.glaber"
"2757","MTE4",2024-05-07,"2024","Lupinus","succulentus",NA,NA,"","1 - 10","https://www.inaturalist.org/observations/214331161","Lupinus.succulentus"
"2758","MTE4",2024-05-07,"2024","Eriophyllum","confertiflorum",NA,NA,"","101 - 1000","https://www.inaturalist.org/observations/214331162","Eriophyllum.confertiflorum"
"2759","MTE4",2024-05-07,"2024","Salvia","mellifera",NA,NA,"",">10000","https://www.inaturalist.org/observations/214331163","Salvia.mellifera"
"2760","MTE4",2024-05-07,"2024","Calochortus","splendens",NA,NA,"","11 - 100","https://www.inaturalist.org/observations/214331165","Calochortus.splendens"
"2761","MTI2",2024-05-07,"2024","Calystegia","macrostegia",NA,NA,"","1 - 10","https://www.inaturalist.org/observations/214331168","Calystegia.macrostegia"
"2762","MTI2",2024-05-07,"2024","Euphorbia","polycarpa",NA,NA,"","101 - 1000","https://www.inaturalist.org/observations/214331171","Euphorbia.polycarpa"
"2763","MTI2",2024-05-07,"2024","Castilleja","exserta",NA,NA,"","11 - 100","https://www.inaturalist.org/observations/214331172","Castilleja.exserta"
"2764","MTI2",2024-05-07,"2024","Porophyllum","gracile",NA,NA,"","1 - 10","https://www.inaturalist.org/observations/214331173","Porophyllum.gracile"
"2765","MTI2",2024-05-07,"2024","Cryptantha",NA,NA,NA,"","11 - 100","https://www.inaturalist.org/observations/214331174","Cryptantha"
"2766","MTI2",2024-05-07,"2024","Erodium","cicutarium",NA,NA,"","1 - 10","https://www.inaturalist.org/observations/214331175","Erodium.cicutarium"
"2767","MTI2",2024-05-07,"2024","Eriogonum","fasciculatum",NA,NA,"","101 - 1000","https://www.inaturalist.org/observations/214331176","Eriogonum.fasciculatum"
"2768","MTI2",2024-05-07,"2024","Muhlenbergia","microsperma",NA,NA,"","","https://www.inaturalist.org/observations/214331177","Muhlenbergia.microsperma"
"2769","MTI2",2024-05-07,"2024","Acmispon","glaber",NA,NA,"","101 - 1000","https://www.inaturalist.org/observations/214331178","Acmispon.glaber"
"2770","MTI2",2024-05-07,"2024","Hypochaeris",NA,NA,NA,"","1 - 10","https://www.inaturalist.org/observations/214331179","Hypochaeris"
"2771","MTI2",2024-05-07,"2024","Navarretia","hamata",NA,NA,"","1001 - 10000","https://www.inaturalist.org/observations/214331180","Navarretia.hamata"
"2772","MTI2",2024-05-07,"2024","Bahiopsis","laciniata",NA,NA,"","1001 - 10000","https://www.inaturalist.org/observations/214331181","Bahiopsis.laciniata"
"2773","MTI2",2024-05-07,"2024","Acmispon","strigosus",NA,NA,"","11 - 100","https://www.inaturalist.org/observations/214331182","Acmispon.strigosus"
"2774","MTI2",2024-05-07,"2024","Chorizanthe","fimbriata",NA,NA,"","101 - 1000","https://www.inaturalist.org/observations/214331184","Chorizanthe.fimbriata"
"2775","MTI2",2024-05-07,"2024","Salvia","mellifera",NA,NA,"",">10000","https://www.inaturalist.org/observations/214331185","Salvia.mellifera"
"2776","SWEA",2024-05-08,"2024","Mirabilis","laevis",NA,NA,"","","https://www.inaturalist.org/observations/214465572","Mirabilis.laevis"
"2777","SWEA",2024-05-08,"2024","Linanthus","dianthiflorus",NA,NA,"Sweatwater Trace Road","1 - 10","https://www.inaturalist.org/observations/214474578","Linanthus.dianthiflorus"
"2778","SWEA",2024-05-08,"2024","Bahiopsis","laciniata",NA,NA,"Sweatwater Trace Road","","https://www.inaturalist.org/observations/214491522","Bahiopsis.laciniata"
"2779","SWEA",2024-05-08,"2024","Euphorbia","polycarpa",NA,NA,"Sweatwater Trace Road","","https://www.inaturalist.org/observations/214511891","Euphorbia.polycarpa"
"2780","SWS1A",2024-05-08,"2024","Dipterostemon","capitatus",NA,NA,"","1 - 10","https://www.inaturalist.org/observations/214527424","Dipterostemon.capitatus"
"2781","SWS1A",2024-05-08,"2024","Sairocarpus","pusillus",NA,NA,"","11 - 100","https://www.inaturalist.org/observations/214527426","Sairocarpus.pusillus"
"2782","SWS1A",2024-05-08,"2024","Calystegia","macrostegia",NA,NA,"","11 - 100","https://www.inaturalist.org/observations/214527427","Calystegia.macrostegia"
"2783","SWS1A",2024-05-08,"2024","Acmispon","glaber",NA,NA,"","11 - 100","https://www.inaturalist.org/observations/214527428","Acmispon.glaber"
"2784","SWS1A",2024-05-08,"2024","Eriophyllum","confertiflorum",NA,NA,"","101 - 1000","https://www.inaturalist.org/observations/214527430","Eriophyllum.confertiflorum"
"2785","SWS1A",2024-05-08,"2024","Centaurea","melitensis",NA,NA,"","101 - 1000","https://www.inaturalist.org/observations/214527431","Centaurea.melitensis"
"2786","SWS1A",2024-05-08,"2024","Bahiopsis","laciniata",NA,NA,"","1001 - 10000","https://www.inaturalist.org/observations/214527433","Bahiopsis.laciniata"
"2787","SWS1A",2024-05-08,"2024","Diplacus","brevipes",NA,NA,"","1001 - 10000","https://www.inaturalist.org/observations/214527434","Diplacus.brevipes"
"2788","SWS1A",2024-05-08,"2024","Lysimachia","arvensis",NA,NA,"","11 - 100","https://www.inaturalist.org/observations/214527438","Lysimachia.arvensis"
"2789","SWS1A",2024-05-08,"2024","Opuntia",NA,NA,NA,"","11 - 100","https://www.inaturalist.org/observations/214527439","Opuntia"
"2790","SWS1A",2024-05-08,"2024","Navarretia","hamata",NA,NA,"","1001 - 10000","https://www.inaturalist.org/observations/214527441","Navarretia.hamata"
"2791","SWS1A",2024-05-08,"2024","Deinandra","fasciculata",NA,NA,"","1 - 10","https://www.inaturalist.org/observations/214527442","Deinandra.fasciculata"
"2792","SWS1A",2024-05-08,"2024","Calochortus","splendens",NA,NA,"","1 - 10","https://www.inaturalist.org/observations/214527443","Calochortus.splendens"
"2793","SWS1A",2024-05-08,"2024","Zeltnera","venusta",NA,NA,"","11 - 100","https://www.inaturalist.org/observations/214527449","Zeltnera.venusta"
"2794",NA,2024-05-08,"2024","Ferocactus","viridescens",NA,NA,"","1 - 10","https://www.inaturalist.org/observations/214527450","Ferocactus.viridescens"
"2795","SWEA",2024-05-08,"2024","Mirabilis","laevis",NA,NA,"","11 - 100","https://www.inaturalist.org/observations/214527451","Mirabilis.laevis"
"2796","SWEA",2024-05-08,"2024","Phacelia","cicutaria",NA,NA,"","1 - 10","https://www.inaturalist.org/observations/214527457","Phacelia.cicutaria"
"2797","SWEA",2024-05-08,"2024","Cryptantha",NA,NA,NA,"","11 - 100","https://www.inaturalist.org/observations/214527462","Cryptantha"
"2798","SWEA",2024-05-08,"2024","Hirschfeldia","incana",NA,NA,"","1001 - 10000","https://www.inaturalist.org/observations/214527464","Hirschfeldia.incana"
"2799","SWEA",2024-05-08,"2024","Eriogonum","fasciculatum",NA,NA,"",">10000","https://www.inaturalist.org/observations/214527475","Eriogonum.fasciculatum"
"2800","SWEA",2024-05-08,"2024","Bahiopsis","laciniata",NA,NA,"",">10000","https://www.inaturalist.org/observations/214527476","Bahiopsis.laciniata"
"2801","SWI4",2024-05-08,"2024","Silene","gallica",NA,NA,"","11 - 100","https://www.inaturalist.org/observations/214527480","Silene.gallica"
"2802","SWI4",2024-05-08,"2024","Dipterostemon","capitatus",NA,NA,"","101 - 1000","https://www.inaturalist.org/observations/214527481","Dipterostemon.capitatus"
"2803","SWI4",2024-05-08,"2024","Amsinckia",NA,NA,NA,"","1 - 10","https://www.inaturalist.org/observations/214527485","Amsinckia"
"2804","SWI4",2024-05-08,"2024","Sonchus",NA,NA,NA,"","11 - 100","https://www.inaturalist.org/observations/214527486","Sonchus"
"2805","SWI4",2024-05-08,"2024","Phacelia","cicutaria",NA,NA,"","101 - 1000","https://www.inaturalist.org/observations/214527488","Phacelia.cicutaria"
"2806","SWI4",2024-05-08,"2024","Scrophularia","californica",NA,NA,"","11 - 100","https://www.inaturalist.org/observations/214527489","Scrophularia.californica"
"2807","SWI4",2024-05-08,"2024","Solanum","douglasii",NA,NA,"","11 - 100","https://www.inaturalist.org/observations/214527490","Solanum.douglasii"
"2808","SWI4",2024-05-08,"2024","Bahiopsis","laciniata",NA,NA,"","1001 - 10000","https://www.inaturalist.org/observations/214527491","Bahiopsis.laciniata"
"2809","SWI4",2024-05-08,"2024","Sairocarpus",NA,NA,NA,"","1 - 10","https://www.inaturalist.org/observations/214527492","Sairocarpus"
"2810","SWI4",2024-05-08,"2024","Diplacus","puniceus",NA,NA,"","101 - 1000","https://www.inaturalist.org/observations/214527493","Diplacus.puniceus"
"2811","SWI4",2024-05-08,"2024","Pseudognaphalium","californicum",NA,NA,"","11 - 100","https://www.inaturalist.org/observations/214527494","Pseudognaphalium.californicum"
"2812","SWI4",2024-05-08,"2024","Acmispon","micranthus",NA,NA,"","11 - 100","https://www.inaturalist.org/observations/214527495","Acmispon.micranthus"
"2813","SWI4",2024-05-08,"2024","Erodium","botrys",NA,NA,"","1001 - 10000","https://www.inaturalist.org/observations/214527496","Erodium.botrys"
"2814","SWI4",2024-05-08,"2024","Hirschfeldia","incana",NA,NA,"","1001 - 10000","https://www.inaturalist.org/observations/214527498","Hirschfeldia.incana"
"2815","SWI4",2024-05-08,"2024","Hypochaeris","glabra",NA,NA,"","101 - 1000","https://www.inaturalist.org/observations/214527500","Hypochaeris.glabra"
"2816","SWI4",2024-05-08,"2024","Eriogonum","fasciculatum",NA,NA,"","1001 - 10000","https://www.inaturalist.org/observations/214527501","Eriogonum.fasciculatum"
"2817","MTS1A",2024-05-09,"2024","Carduus","pycnocephalus",NA,NA,"","1 - 10","https://www.inaturalist.org/observations/214722003","Carduus.pycnocephalus"
"2818","MTS1A",2024-05-09,"2024","Mirabilis","laevis",NA,NA,"","11 - 100","https://www.inaturalist.org/observations/214722008","Mirabilis.laevis"
"2819","MTS1A",2024-05-09,"2024","Eriogonum","fasciculatum",NA,NA,"","101 - 1000","https://www.inaturalist.org/observations/214722010","Eriogonum.fasciculatum"
"2820","MTS1A",2024-05-09,"2024","Pseudognaphalium","californicum",NA,NA,"","101 - 1000","https://www.inaturalist.org/observations/214722012","Pseudognaphalium.californicum"
"2821","MTS1A",2024-05-09,"2024","Bahiopsis","laciniata",NA,NA,"","1001 - 10000","https://www.inaturalist.org/observations/214722013","Bahiopsis.laciniata"
"2822","MTS1A",2024-05-09,"2024","Eucrypta","chrysanthemifolia",NA,NA,"","1 - 10","https://www.inaturalist.org/observations/214722016","Eucrypta.chrysanthemifolia"
"2823","MTS1A",2024-05-09,"2024","Navarretia","hamata",NA,NA,"","1001 - 10000","https://www.inaturalist.org/observations/214722018","Navarretia.hamata"
"2824","MTS1A",2024-05-09,"2024","Scrophularia","californica",NA,NA,"","1001 - 10000","https://www.inaturalist.org/observations/214722020","Scrophularia.californica"
"2825","MTS1A",2024-05-09,"2024","Helminthotheca","echioides",NA,NA,"","11 - 100","https://www.inaturalist.org/observations/214722022","Helminthotheca.echioides"
"2826","MTS1A",2024-05-09,"2024","Diplacus","puniceus",NA,NA,"",">10000","https://www.inaturalist.org/observations/214722023","Diplacus.puniceus"
"2827","MTS1A",2024-05-09,"2024","Dipterostemon","capitatus",NA,NA,"","1 - 10","https://www.inaturalist.org/observations/214722026","Dipterostemon.capitatus"
"2828","SWS10",2024-05-09,"2024","Salvia","clevelandii",NA,NA,"","11 - 100","https://www.inaturalist.org/observations/214722032","Salvia.clevelandii"
"2829","SWS10",2024-05-09,"2024","Hirschfeldia","incana",NA,NA,"","1001 - 10000","https://www.inaturalist.org/observations/214722034","Hirschfeldia.incana"
"2830","SWS10",2024-05-09,"2024","Erodium","botrys",NA,NA,"","1001 - 10000","https://www.inaturalist.org/observations/214722035","Erodium.botrys"
"2831","SWS10",2024-05-09,"2024","Melilotus","indicus",NA,NA,"","1001 - 10000","https://www.inaturalist.org/observations/214722038","Melilotus.indicus"
"2832","SWS10",2024-05-09,"2024","Prunus","ilicifolia",NA,NA,"","1001 - 10000","https://www.inaturalist.org/observations/214722039","Prunus.ilicifolia"
"2833","SWS10",2024-05-09,"2024","Eriogonum","fasciculatum",NA,NA,"","1001 - 10000","https://www.inaturalist.org/observations/214722042","Eriogonum.fasciculatum"
"2834","SWS10",2024-05-09,"2024","Hypochaeris","glabra",NA,NA,"","1001 - 10000","https://www.inaturalist.org/observations/214722043","Hypochaeris.glabra"
"2835","SWS10",2024-05-09,"2024","Calystegia","macrostegia",NA,NA,"","1 - 10","https://www.inaturalist.org/observations/214722044","Calystegia.macrostegia"
"2836","SWS10",2024-05-09,"2024","Acmispon","glaber",NA,NA,"","101 - 1000","https://www.inaturalist.org/observations/214722046","Acmispon.glaber"
"2837","ECR4",2024-05-10,"2024","Cistus","ladanifer",NA,NA,"","","https://www.inaturalist.org/observations/214893601","Cistus.ladanifer"
"2838","ECR4",2024-05-10,"2024","Silene","gallica",NA,NA,"","","https://www.inaturalist.org/observations/214893627","Silene.gallica"
"2839","ECR5",2024-05-10,"2024","Crocanthemum","scoparium",NA,NA,"","","https://www.inaturalist.org/observations/214893672","Crocanthemum.scoparium"
"2840","ECR4",2024-05-10,"2024","Erodium","botrys",NA,NA,"Elliott Chaparral Reserve","","https://www.inaturalist.org/observations/214903728","Erodium.botrys"
"2841","ECR4",2024-05-10,"2024","Dipterostemon","capitatus",NA,NA,"Elliott Chaparral Reserve","","https://www.inaturalist.org/observations/214903879","Dipterostemon.capitatus"
"2842","ECR4",2024-05-10,"2024","",NA,NA,NA,"Elliott Chaparral Reserve","1 - 10","https://www.inaturalist.org/observations/214904137",""
"2843","ECR4",2024-05-10,"2024","Diplacus","puniceus",NA,NA,"Elliott Chaparral Reserve","","https://www.inaturalist.org/observations/214904570","Diplacus.puniceus"
